2012-09-17 22:38:30.124,0.0
2012-09-17 22:38:30.131,0.0
2012-09-17 22:38:30.142,0.0
2012-09-17 22:38:30.153,0.0
2012-09-17 22:38:30.163,0.0
2012-09-17 22:38:30.171,0.0
2012-09-17 22:38:30.183,0.0
2012-09-17 22:38:30.193,0.0
2012-09-17 22:38:30.202,0.0
2012-09-17 22:38:30.213,0.0
2012-09-17 22:38:30.223,0.0
2012-09-17 22:38:30.234,0.0
2012-09-17 22:38:30.242,0.0
2012-09-17 22:38:30.251,0.0
2012-09-17 22:38:30.262,0.0
2012-09-17 22:38:30.272,0.125
2012-09-17 22:38:30.282,0.0
2012-09-17 22:38:30.291,0.0
2012-09-17 22:38:30.303,0.0
2012-09-17 22:38:30.313,0.0
2012-09-17 22:38:30.323,0.0
2012-09-17 22:38:30.332,0.0
2012-09-17 22:38:30.342,0.0
2012-09-17 22:38:30.354,0.0
2012-09-17 22:38:30.363,0.125
2012-09-17 22:38:30.373,0.0
2012-09-17 22:38:30.383,0.0
2012-09-17 22:38:30.393,0.0
2012-09-17 22:38:30.403,0.0
2012-09-17 22:38:30.413,0.0
2012-09-17 22:38:30.422,0.0
2012-09-17 22:38:30.433,0.0
2012-09-17 22:38:30.443,0.0
2012-09-17 22:38:30.452,0.0
2012-09-17 22:38:30.463,0.0
2012-09-17 22:38:30.472,0.0
2012-09-17 22:38:30.483,0.0
2012-09-17 22:38:30.492,0.0
2012-09-17 22:38:30.503,0.0
2012-09-17 22:38:30.512,0.0
2012-09-17 22:38:30.523,0.0
2012-09-17 22:38:30.534,0.0
2012-09-17 22:38:30.542,0.0
2012-09-17 22:38:30.552,0.0
2012-09-17 22:38:30.562,0.0
2012-09-17 22:38:30.571,0.0
2012-09-17 22:38:30.581,0.0
2012-09-17 22:38:30.591,0.0
2012-09-17 22:38:30.601,0.0
2012-09-17 22:38:30.612,0.0
2012-09-17 22:38:30.622,0.0
2012-09-17 22:38:30.632,0.0
2012-09-17 22:38:30.641,0.0
2012-09-17 22:38:30.651,0.0
2012-09-17 22:38:30.662,0.0
2012-09-17 22:38:30.672,0.0
2012-09-17 22:38:30.681,0.0
2012-09-17 22:38:30.691,0.0
2012-09-17 22:38:30.701,0.0
2012-09-17 22:38:30.712,0.0
2012-09-17 22:38:30.722,0.0
2012-09-17 22:38:30.732,0.0
2012-09-17 22:38:30.744,0.0
2012-09-17 22:38:30.753,0.0
2012-09-17 22:38:30.763,0.0
2012-09-17 22:38:30.772,0.0
2012-09-17 22:38:30.782,0.0
2012-09-17 22:38:30.792,0.0
2012-09-17 22:38:30.802,0.0
2012-09-17 22:38:30.812,0.0
2012-09-17 22:38:30.822,0.0
2012-09-17 22:38:30.833,0.0
2012-09-17 22:38:30.843,0.125
2012-09-17 22:38:30.852,0.0
2012-09-17 22:38:30.862,0.0
2012-09-17 22:38:30.874,0.0
2012-09-17 22:38:30.882,0.0
2012-09-17 22:38:30.893,0.0
2012-09-17 22:38:30.903,0.0
2012-09-17 22:38:30.912,0.0
2012-09-17 22:38:30.922,0.0
2012-09-17 22:38:30.933,0.0
2012-09-17 22:38:30.943,0.0
2012-09-17 22:38:30.953,0.0
2012-09-17 22:38:30.963,0.0
2012-09-17 22:38:30.973,0.0
2012-09-17 22:38:30.983,0.0
2012-09-17 22:38:30.993,0.0
2012-09-17 22:38:31.003,0.0
2012-09-17 22:38:31.012,0.0
2012-09-17 22:38:31.022,0.0
2012-09-17 22:38:31.033,0.0
2012-09-17 22:38:31.043,0.0
2012-09-17 22:38:31.053,0.125
2012-09-17 22:38:31.063,0.0
2012-09-17 22:38:31.073,0.0
2012-09-17 22:38:31.083,0.0
